Time (days),pir2 (upwelling)
108.2395833,302.7
108.25,302.3
108.2604167,301.9
108.2708333,301.9
108.28125,302.3
108.2916667,302.7
108.3020833,303.6
108.3125,303.6
108.3229167,304
108.3333333,304.9
108.34375,305.5
108.3541667,305.8
108.3645833,308.3
108.375,309.8
108.3854167,310.5
108.3958333,311.4
108.40625,312.3
108.4166667,310.6
108.4270833,310.1
108.4375,311.1
108.4479167,313.5
108.4583333,314.6
108.46875,312
108.4791667,311.3
108.4895833,311.1
108.5,311.2
108.5104167,312.4
108.5208333,311.9
108.53125,312.6
108.5416667,312.7
108.5520833,313.5
108.5625,314.5
108.5729167,317.2
108.5833333,316.2
108.59375,315.5
108.6041667,316.5
108.6145833,317
108.625,317.5
108.6354167,315.9
108.6458333,313.3
108.65625,316.6
108.6666667,317.4
108.6770833,317.8
108.6875,317.9
108.6979167,320.4
108.7083333,318.6
108.71875,312.9
108.7291667,312
108.7395833,311.2
108.75,311.5
108.7604167,312.3
108.7708333,313.1
108.78125,312
108.7916667,310.9
108.8020833,310.1
108.8125,309.9
108.8229167,309.6
108.8333333,307.9
108.84375,307.2
108.8541667,306.1
108.8645833,304.7
108.875,303.7
108.8854167,304.3
108.8958333,303.3
108.90625,302.5
108.9166667,302.3
108.9270833,302.2
108.9375,302.5
108.9479167,302.4
108.9583333,302.7
108.96875,303.1
108.9791667,303.1
108.9895833,303.3
109,302.8
109.0104167,301.8
109.0208333,301.1
109.03125,300
109.0416667,300.5
109.0520833,300.6
109.0625,300.5
109.0729167,300
109.0833333,299.5
109.09375,299.4
109.1041667,299.4
109.1145833,299.7
109.125,299.3
109.1354167,299
109.1458333,299.1
109.15625,299.1
109.1666667,299.1
109.1770833,298.8
109.1875,298.5
109.1979167,298.4
109.2083333,297.9
109.21875,297.7
109.2291667,297.1
109.2395833,296.1
109.25,295.5
109.2604167,294.5
109.2708333,293.9
109.28125,293.7
109.2916667,294.1
109.3020833,293.4
109.3125,294.6
109.3229167,294.7
109.3333333,296.3
109.34375,295.8
109.3541667,296.5
109.3645833,298.6
109.375,299.5
109.3854167,299.8
109.3958333,298.4
109.40625,298.4
109.4166667,299.1
109.4270833,299.7
109.4375,300.9
109.4479167,302.8
109.4583333,305.1
109.46875,303
109.4791667,301.7
109.4895833,303
109.5,302.1
109.5104167,300.7
109.5208333,304.1
109.53125,303.4
109.5416667,302.4
109.5520833,303.6
109.5625,304.2
109.5729167,306.7
109.5833333,306.5
109.59375,306.1
109.6041667,304.6
109.6145833,304.9
109.625,304.6
109.6354167,306.4
109.6458333,306.9
109.65625,305.4
109.6666667,304.6
109.6770833,305.2
109.6875,304.6
109.6979167,304.6
109.7083333,303.9
109.71875,303.3
109.7291667,303.5
109.7395833,303.3
109.75,302.9
109.7604167,302.7
109.7708333,302.6
109.78125,302
109.7916667,301.6
109.8020833,301.4
109.8125,300.6
109.8229167,300.4
109.8333333,300.5
109.84375,300.2
109.8541667,300.1
109.8645833,300
109.875,299.8
109.8854167,298.7
109.8958333,297.9
109.90625,299
109.9166667,299.6
109.9270833,299.5
109.9375,299.4
109.9479167,299.1
109.9583333,298.5
109.96875,298
109.9791667,297.4
109.9895833,297.6
110,297.4
110.0104167,297.5
110.0208333,297.6
110.03125,297.7
110.0416667,297
110.0520833,297
110.0625,297.4
110.0729167,297.1
110.0833333,296.7
110.09375,296.3
110.1041667,295.9
110.1145833,295.5
110.125,295.4
110.1354167,295.6
110.1458333,295.7
110.15625,296.1
110.1666667,296
110.1770833,295.9
110.1875,295.5
110.1979167,294.4
110.2083333,293.5
110.21875,294.2
110.2291667,295.3
110.2395833,295.5
110.25,295.1
110.2604167,294.6
110.2708333,294.3
110.28125,295.1
110.2916667,295.8
110.3020833,296.5
110.3125,296.8
110.3229167,298
110.3333333,298.4
110.34375,299.1
110.3541667,298.3
110.3645833,297.9
110.375,297.6
110.3854167,297.5
110.3958333,297.7
110.40625,297.4
110.4166667,296.7
110.4270833,296.6
110.4375,296.4
110.4479167,297
110.4583333,298
110.46875,297.8
110.4791667,297.1
110.4895833,297.1
110.5,296.7
110.5104167,298.2
110.5208333,298.7
110.53125,300
110.5416667,301.6
110.5520833,300.2
110.5625,300.2
110.5729167,301.5
110.5833333,301.6
110.59375,298.2
110.6041667,302.2
110.6145833,299.8
110.625,300.3
110.6354167,297.9
110.6458333,299.5
110.65625,299.1
110.6666667,299.4
110.6770833,299.4
110.6875,299.6
110.6979167,298
110.7083333,297.2
110.71875,297.1
110.7291667,297.3
110.7395833,297.3
110.75,296.7
110.7604167,295.8
110.7708333,295.7
110.78125,295.7
110.7916667,294.1
110.8020833,293.5
110.8125,292.3
110.8229167,291.2
110.8333333,291.2
110.84375,291.1
110.8541667,290.7
110.8645833,290.8
110.875,289.2
110.8854167,287.4
110.8958333,287
110.90625,287.6
110.9166667,289.9
110.9270833,291
110.9375,291.5
110.9479167,291.3
110.9583333,292.1
110.96875,292.1
110.9791667,291.7
110.9895833,291.9
111,291.6
111.0104167,290.5
111.0208333,289.6
111.03125,287.8
111.0416667,287.9
111.0520833,289.5
111.0625,289.6
111.0729167,289.6
111.0833333,289.9
111.09375,290
111.1041667,289.9
111.1145833,289.7
111.125,290.1
111.1354167,290
111.1458333,289.8
111.15625,287.7
111.1666667,288.7
111.1770833,288.6
111.1875,287.3
111.1979167,285.6
111.2083333,285.7
111.21875,285.7
111.2291667,287.4
111.2395833,288.3
111.25,289.4
111.2604167,290
111.2708333,290.2
111.28125,290.4
111.2916667,290.9
111.3020833,291.9
111.3125,292.9
111.3229167,292.9
111.3333333,293.3
111.34375,293.3
111.3541667,294.2
111.3645833,293.6
111.375,294
111.3854167,294.3
111.3958333,293.7
111.40625,293.5
111.4166667,293
111.4270833,293.6
111.4375,294.8
111.4479167,295.6
111.4583333,295.5
111.46875,296.6
111.4791667,296.8
111.4895833,297.7
111.5,298.2
111.5104167,297.7
111.5208333,301.9
111.53125,302
111.5416667,298.7
111.5520833,301.5
111.5625,305.1
111.5729167,301.5
111.5833333,301
111.59375,304.9
111.6041667,302.6
111.6145833,304
111.625,306
111.6354167,304.2
111.6458333,303.6
111.65625,303.9
111.6666667,307.7
111.6770833,307.3
111.6875,305.5
111.6979167,304.6
111.7083333,309.6
111.71875,311.5
111.7291667,299.8
111.7395833,303.5
111.75,300.4
111.7604167,301.2
111.7708333,301
111.78125,301.3
111.7916667,299.4
111.8020833,299.5
111.8125,297.5
111.8229167,295.3
111.8333333,294.6
111.84375,294.1
111.8541667,293.8
111.8645833,293.6
111.875,293.7
111.8854167,293.1
111.8958333,292.7
111.90625,292.1
111.9166667,290.4
111.9270833,291
111.9375,290.8
111.9479167,290
111.9583333,288.3
111.96875,288.1
111.9791667,287.4
111.9895833,286.2
112,285
112.0104167,284.7
112.0208333,284.6
112.03125,284.8
112.0416667,284.2
112.0520833,284.3
112.0625,284.7
112.0729167,283.8
112.0833333,283.1
112.09375,282.8
112.1041667,282.6
112.1145833,282.7
112.125,282.3
112.1354167,283.2
112.1458333,283.1
112.15625,282.6
112.1666667,282.2
112.1770833,281.6
112.1875,282.3
112.1979167,282.1
112.2083333,282
112.21875,281.8
112.2291667,281.6
112.2395833,282.3
112.25,284.5
112.2604167,284.6
112.2708333,284
112.28125,284.5
112.2916667,286.3
112.3020833,288.1
112.3125,288.5
112.3229167,289.4
112.3333333,290.1
112.34375,290.7
112.3541667,291.4
112.3645833,296
112.375,305.8
112.3854167,308.4
112.3958333,306
112.40625,304.1
112.4166667,303.2
112.4270833,304.5
112.4375,303.4
112.4479167,303.7
112.4583333,305.4
112.46875,306.4
112.4791667,306
112.4895833,304.2
112.5,307
112.5104167,306.2
112.5208333,305
112.53125,303.2
112.5416667,303.6
112.5520833,304.8
112.5625,303.8
112.5729167,306.1
112.5833333,306
112.59375,309.4
112.6041667,306.1
112.6145833,304.9
112.625,306.6
112.6354167,307.8
112.6458333,309.4
112.65625,310.1
112.6666667,307.9
112.6770833,312.1
112.6875,312.1
112.6979167,310.6
112.7083333,309.3
112.71875,306.8
112.7291667,307.6
112.7395833,308.6
112.75,308.1
112.7604167,306.5
112.7708333,304.6
112.78125,304.5
112.7916667,304.2
112.8020833,303.8
112.8125,303.8
112.8229167,304.1
112.8333333,303.8
112.84375,303.5
112.8541667,303.3
112.8645833,303.2
112.875,302.8
112.8854167,303
112.8958333,304.1
112.90625,304.4
112.9166667,303.7
112.9270833,303.2
112.9375,303.5
112.9479167,303.3
112.9583333,303
112.96875,302.9
112.9791667,302.8
112.9895833,303.1
113,303.4
113.0104167,303.1
113.0208333,302.6
113.03125,303.6
113.0416667,304.6
113.0520833,304.8
113.0625,304.2
113.0729167,303.9
113.0833333,304
113.09375,303.6
113.1041667,304.2
113.1145833,303.8
113.125,302.9
113.1354167,302.9
113.1458333,303.6
113.15625,303.5
113.1666667,302.8
113.1770833,302.7
113.1875,303.1
113.1979167,303.4
113.2083333,303.5
113.21875,303.3
113.2291667,303.4
113.2395833,303.9
113.25,303.8
113.2604167,303.6
113.2708333,303.5
113.28125,303.5
113.2916667,303.7
113.3020833,304
113.3125,304.1
113.3229167,304
113.3333333,305.4
113.34375,308.9
113.3541667,0
113.3645833,0
113.375,0
